Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Todd Gurley II (11586826),Todd Gurley II,11586826,RB/FLEX,9400,SEA@LAR 11/11/2018 04:25PM ET,LAR,30.33
RB,Melvin Gordon III (11586728),Melvin Gordon III,11586728,RB/FLEX,9000,LAC@OAK 11/11/2018 04:05PM ET,LAC,27.69
RB,Alvin Kamara (11586973),Alvin Kamara,11586973,RB/FLEX,8700,NO@CIN 11/11/2018 01:00PM ET,NO,28.46
RB,Saquon Barkley (11587117),Saquon Barkley,11587117,RB/FLEX,8600,NYG@SF 11/12/2018 08:15PM ET,NYG,26.2
RB,Kareem Hunt (11586945),Kareem Hunt,11586945,RB/FLEX,8500,ARI@KC 11/11/2018 01:00PM ET,KC,22.72
WR,Julio Jones (11586454),Julio Jones,11586454,WR/FLEX,8300,ATL@CLE 11/11/2018 01:00PM ET,ATL,21.8
WR,Michael Thomas (11586781),Michael Thomas,11586781,WR/FLEX,8100,NO@CIN 11/11/2018 01:00PM ET,NO,24.38
WR,Odell Beckham Jr. (11586657),Odell Beckham Jr.,11586657,WR/FLEX,7900,NYG@SF 11/12/2018 08:15PM ET,NYG,21.57
WR,Davante Adams (11586760),Davante Adams,11586760,WR/FLEX,7800,MIA@GB 11/11/2018 04:25PM ET,GB,22.75
RB,Joe Mixon (11587008),Joe Mixon,11587008,RB/FLEX,7700,NO@CIN 11/11/2018 01:00PM ET,CIN,19.07
WR,A.J. Green (11586460),A.J. Green,11586460,WR/FLEX,7600,NO@CIN 11/11/2018 01:00PM ET,CIN,19.34
WR,Tyler Boyd (11586921),Tyler Boyd,11586921,WR/FLEX,7500,NO@CIN 11/11/2018 01:00PM ET,CIN,18.79
RB,Ezekiel Elliott (11586887),Ezekiel Elliott,11586887,RB/FLEX,7500,DAL@PHI 11/11/2018 08:20PM ET,DAL,18.95
WR,Tyreek Hill (11587034),Tyreek Hill,11587034,WR/FLEX,7300,ARI@KC 11/11/2018 01:00PM ET,KC,20.61
RB,James White (11586615),James White,11586615,RB/FLEX,7300,NE@TEN 11/11/2018 01:00PM ET,NE,21.96
QB,Patrick Mahomes (11587084),Patrick Mahomes,11587084,QB,7200,ARI@KC 11/11/2018 01:00PM ET,KC,30.53
WR,Keenan Allen (11586623),Keenan Allen,11586623,WR/FLEX,7100,LAC@OAK 11/11/2018 04:05PM ET,LAC,16.05
TE,Travis Kelce (11586448),Travis Kelce,11586448,TE/FLEX,7000,ARI@KC 11/11/2018 01:00PM ET,KC,18.9
WR,Mike Evans (11586684),Mike Evans,11586684,WR/FLEX,7000,WAS@TB 11/11/2018 01:00PM ET,TB,20.08
RB,David Johnson (11586590),David Johnson,11586590,RB/FLEX,6800,ARI@KC 11/11/2018 01:00PM ET,ARI,14.76
WR,Julian Edelman (11586395),Julian Edelman,11586395,WR/FLEX,6800,NE@TEN 11/11/2018 01:00PM ET,NE,16.90
WR,Brandin Cooks (11586748),Brandin Cooks,11586748,WR/FLEX,6700,SEA@LAR 11/11/2018 04:25PM ET,LAR,16.32
WR,Robert Woods (11586613),Robert Woods,11586613,WR/FLEX,6600,SEA@LAR 11/11/2018 04:25PM ET,LAR,17.97
QB,Aaron Rodgers (11586322),Aaron Rodgers,11586322,QB,6400,MIA@GB 11/11/2018 04:25PM ET,GB,22.26
WR,Cooper Kupp (11586855),Cooper Kupp,11586855,WR/FLEX,6400,SEA@LAR 11/11/2018 04:25PM ET,LAR,18.46
QB,Drew Brees (11586313),Drew Brees,11586313,QB,6300,NO@CIN 11/11/2018 01:00PM ET,NO,24.26
RB,Leonard Fournette (11587020),Leonard Fournette,11587020,RB/FLEX,6300,JAX@IND 11/11/2018 01:00PM ET,JAX,6.5
TE,Zach Ertz (11586525),Zach Ertz,11586525,TE/FLEX,6300,DAL@PHI 11/11/2018 08:20PM ET,PHI,19.05
QB,Matt Ryan (11586328),Matt Ryan,11586328,QB,6200,ATL@CLE 11/11/2018 01:00PM ET,ATL,27.14
WR,Jarvis Landry (11586659),Jarvis Landry,11586659,WR/FLEX,6200,ATL@CLE 11/11/2018 01:00PM ET,CLE,14.76
QB,Jared Goff (11586875),Jared Goff,11586875,QB,6100,SEA@LAR 11/11/2018 04:25PM ET,LAR,23.95
RB,Marlon Mack (11587088),Marlon Mack,11587088,RB/FLEX,6000,JAX@IND 11/11/2018 01:00PM ET,IND,20.42
QB,Tom Brady (11586312),Tom Brady,11586312,QB,6000,NE@TEN 11/11/2018 01:00PM ET,NE,20.28
WR,Josh Gordon (11586532),Josh Gordon,11586532,WR/FLEX,6000,NE@TEN 11/11/2018 01:00PM ET,NE,12.61
QB,Philip Rivers (11586343),Philip Rivers,11586343,QB,6000,LAC@OAK 11/11/2018 04:05PM ET,LAC,21.92
WR,Calvin Ridley (11587119),Calvin Ridley,11587119,WR/FLEX,5900,ATL@CLE 11/11/2018 01:00PM ET,ATL,15.78
TE,George Kittle (11586895),George Kittle,11586895,TE/FLEX,5900,NYG@SF 11/12/2018 08:15PM ET,SF,15.13
QB,Ryan Fitzpatrick (11586319),Ryan Fitzpatrick,11586319,QB,5900,WAS@TB 11/11/2018 01:00PM ET,TB,26.67
QB,Andy Dalton (11586375),Andy Dalton,11586375,QB,5800,NO@CIN 11/11/2018 01:00PM ET,CIN,19.27
WR,T.Y. Hilton (11586496),T.Y. Hilton,11586496,WR/FLEX,5700,JAX@IND 11/11/2018 01:00PM ET,IND,14.72
RB,Adrian Peterson (11586355),Adrian Peterson,11586355,RB/FLEX,5700,WAS@TB 11/11/2018 01:00PM ET,WAS,15.39
QB,Carson Wentz (11586764),Carson Wentz,11586764,QB,5700,DAL@PHI 11/11/2018 08:20PM ET,PHI,22.64
QB,Russell Wilson (11586433),Russell Wilson,11586433,QB,5700,SEA@LAR 11/11/2018 04:25PM ET,SEA,18.68
RB,T.J. Yeldon (11586775),T.J. Yeldon,11586775,RB/FLEX,5600,JAX@IND 11/11/2018 01:00PM ET,JAX,16.75
QB,Mitchell Trubisky (11586886),Mitchell Trubisky,11586886,QB,5600,DET@CHI 11/11/2018 01:00PM ET,CHI,23.02
TE,Rob Gronkowski (11586404),Rob Gronkowski,11586404,TE/FLEX,5600,NE@TEN 11/11/2018 01:00PM ET,NE,11.69
WR,Alshon Jeffery (11586534),Alshon Jeffery,11586534,WR/FLEX,5600,DAL@PHI 11/11/2018 08:20PM ET,PHI,18.02
RB,Nick Chubb (11587030),Nick Chubb,11587030,RB/FLEX,5500,ATL@CLE 11/11/2018 01:00PM ET,CLE,7.98
QB,Andrew Luck (11586474),Andrew Luck,11586474,QB,5500,JAX@IND 11/11/2018 01:00PM ET,IND,24.10
WR,Marvin Jones Jr. (11586475),Marvin Jones Jr.,11586475,WR/FLEX,5500,DET@CHI 11/11/2018 01:00PM ET,DET,13.79
RB,Tarik Cohen (11586986),Tarik Cohen,11586986,RB/FLEX,5500,DET@CHI 11/11/2018 01:00PM ET,CHI,15.06
RB,Tevin Coleman (11586838),Tevin Coleman,11586838,RB/FLEX,5400,ATL@CLE 11/11/2018 01:00PM ET,ATL,14.91
QB,Baker Mayfield (11586951),Baker Mayfield,11586951,QB,5400,ATL@CLE 11/11/2018 01:00PM ET,CLE,16.83
WR,Larry Fitzgerald (11586341),Larry Fitzgerald,11586341,WR/FLEX,5400,ARI@KC 11/11/2018 01:00PM ET,ARI,10.84
WR,Sammy Watkins (11586698),Sammy Watkins,11586698,WR/FLEX,5400,ARI@KC 11/11/2018 01:00PM ET,KC,13.3
RB,Chris Thompson (11586549),Chris Thompson,11586549,RB/FLEX,5400,WAS@TB 11/11/2018 01:00PM ET,WAS,13.24
WR,Mohamed Sanu (11586506),Mohamed Sanu,11586506,WR/FLEX,5300,ATL@CLE 11/11/2018 01:00PM ET,ATL,10.94
RB,Sony Michel (11587032),Sony Michel,11587032,RB/FLEX,5300,NE@TEN 11/11/2018 01:00PM ET,NE,13.05
QB,Alex Smith (11586331),Alex Smith,11586331,QB,5300,WAS@TB 11/11/2018 01:00PM ET,WAS,15.95
TE,O.J. Howard (11586893),O.J. Howard,11586893,TE/FLEX,5300,WAS@TB 11/11/2018 01:00PM ET,TB,13.15
QB,Nick Mullens (11586952),Nick Mullens,11586952,QB,5200,NYG@SF 11/12/2018 08:15PM ET,SF,22.18
WR,Golden Tate (11586427),Golden Tate,11586427,WR/FLEX,5200,DAL@PHI 11/11/2018 08:20PM ET,PHI,17.7
WR,Doug Baldwin (11586423),Doug Baldwin,11586423,WR/FLEX,5200,SEA@LAR 11/11/2018 04:25PM ET,SEA,6.93
RB,Kenyan Drake (11586824),Kenyan Drake,11586824,RB/FLEX,5100,MIA@GB 11/11/2018 04:25PM ET,MIA,13.02
WR,Kenny Golladay (11586851),Kenny Golladay,11586851,WR/FLEX,5100,DET@CHI 11/11/2018 01:00PM ET,DET,13.39
QB,Ryan Tannehill (11586403),Ryan Tannehill,11586403,QB,5000,MIA@GB 11/11/2018 04:25PM ET,MIA,14.40
RB,Aaron Jones (11586913),Aaron Jones,11586913,RB/FLEX,5000,MIA@GB 11/11/2018 04:25PM ET,GB,9.83
WR,Marquez Valdes-Scantling (11586919),Marquez Valdes-Scantling,11586919,WR/FLEX,5000,MIA@GB 11/11/2018 04:25PM ET,GB,8.85
QB,Matthew Stafford (11586376),Matthew Stafford,11586376,QB,5000,DET@CHI 11/11/2018 01:00PM ET,DET,18.17
WR,Allen Robinson II (11586758),Allen Robinson II,11586758,WR/FLEX,5000,DET@CHI 11/11/2018 01:00PM ET,CHI,10.92
WR,Marquise Goodwin (11586538),Marquise Goodwin,11586538,WR/FLEX,5000,NYG@SF 11/12/2018 08:15PM ET,SF,9.7
QB,C.J. Beathard (11586812),C.J. Beathard,11586812,QB,5000,NYG@SF 11/12/2018 08:15PM ET,SF,14.66
RB,Matt Breida (11586965),Matt Breida,11586965,RB/FLEX,5000,NYG@SF 11/12/2018 08:15PM ET,SF,10.49
QB,Jameis Winston (11586807),Jameis Winston,11586807,QB,5000,WAS@TB 11/11/2018 01:00PM ET,TB,20.78
WR,Amari Cooper (11586772),Amari Cooper,11586772,WR/FLEX,5000,DAL@PHI 11/11/2018 08:20PM ET,DAL,11.39
WR,Randall Cobb (11586491),Randall Cobb,11586491,WR/FLEX,4900,MIA@GB 11/11/2018 04:25PM ET,GB,11.96
QB,Blake Bortles (11586650),Blake Bortles,11586650,QB,4900,JAX@IND 11/11/2018 01:00PM ET,JAX,18.87
WR,Taylor Gabriel (11586980),Taylor Gabriel,11586980,WR/FLEX,4900,DET@CHI 11/11/2018 01:00PM ET,CHI,12.65
WR,Christian Kirk (11587090),Christian Kirk,11587090,WR/FLEX,4900,ARI@KC 11/11/2018 01:00PM ET,ARI,10.65
WR,Sterling Shepard (11586803),Sterling Shepard,11586803,WR/FLEX,4900,NYG@SF 11/12/2018 08:15PM ET,NYG,13.9
WR,DeSean Jackson (11586370),DeSean Jackson,11586370,WR/FLEX,4900,WAS@TB 11/11/2018 01:00PM ET,TB,16.44
QB,Dak Prescott (11586670),Dak Prescott,11586670,QB,4900,DAL@PHI 11/11/2018 08:20PM ET,DAL,17.01
QB,Josh Rosen (11587099),Josh Rosen,11587099,QB,4800,ARI@KC 11/11/2018 01:00PM ET,ARI,10.28
WR,Tyler Lockett (11586710),Tyler Lockett,11586710,WR/FLEX,4800,SEA@LAR 11/11/2018 04:25PM ET,SEA,13.59
RB,Jalen Richard (11586817),Jalen Richard,11586817,RB/FLEX,4800,LAC@OAK 11/11/2018 04:05PM ET,OAK,10.35
RB,Duke Johnson Jr. (11586808),Duke Johnson Jr.,11586808,RB/FLEX,4700,ATL@CLE 11/11/2018 01:00PM ET,CLE,9.4
WR,Donte Moncrief (11586737),Donte Moncrief,11586737,WR/FLEX,4700,JAX@IND 11/11/2018 01:00PM ET,JAX,10.11
WR,Dede Westbrook (11587094),Dede Westbrook,11587094,WR/FLEX,4700,JAX@IND 11/11/2018 01:00PM ET,JAX,12.24
RB,Jordan Howard (11586971),Jordan Howard,11586971,RB/FLEX,4700,DET@CHI 11/11/2018 01:00PM ET,CHI,11.58
RB,Kerryon Johnson (11587113),Kerryon Johnson,11587113,RB/FLEX,4700,DET@CHI 11/11/2018 01:00PM ET,DET,12.85
QB,Marcus Mariota (11586747),Marcus Mariota,11586747,QB,4700,NE@TEN 11/11/2018 01:00PM ET,TEN,14.36
QB,Eli Manning (11586340),Eli Manning,11586340,QB,4700,NYG@SF 11/12/2018 08:15PM ET,NYG,16.75
TE,Jared Cook (11586365),Jared Cook,11586365,TE/FLEX,4700,LAC@OAK 11/11/2018 04:05PM ET,OAK,13.92
QB,Derek Carr (11586511),Derek Carr,11586511,QB,4700,LAC@OAK 11/11/2018 04:05PM ET,OAK,17.38
WR,Tre'Quan Smith (11587078),Tre'Quan Smith,11587078,WR/FLEX,4600,NO@CIN 11/11/2018 01:00PM ET,NO,6.8
TE,Jimmy Graham (11586359),Jimmy Graham,11586359,TE/FLEX,4600,MIA@GB 11/11/2018 04:25PM ET,GB,11.19
QB,Brock Osweiler (11586514),Brock Osweiler,11586514,QB,4600,MIA@GB 11/11/2018 04:25PM ET,MIA,13.89
RB,Dion Lewis (11586509),Dion Lewis,11586509,RB/FLEX,4600,NE@TEN 11/11/2018 01:00PM ET,TEN,12.98
RB,Chris Carson (11587115),Chris Carson,11587115,RB/FLEX,4600,SEA@LAR 11/11/2018 04:25PM ET,SEA,12.24
RB,Mark Ingram (11586452),Mark Ingram,11586452,RB/FLEX,4500,NO@CIN 11/11/2018 01:00PM ET,NO,10.82
RB,Giovani Bernard (11586584),Giovani Bernard,11586584,RB/FLEX,4500,NO@CIN 11/11/2018 01:00PM ET,CIN,13.82
QB,Teddy Bridgewater (11586672),Teddy Bridgewater,11586672,QB,4500,NO@CIN 11/11/2018 01:00PM ET,NO,-0.15
QB,Tyrod Taylor (11586422),Tyrod Taylor,11586422,QB,4500,ATL@CLE 11/11/2018 01:00PM ET,CLE,10.86
WR,Danny Amendola (11586349),Danny Amendola,11586349,WR/FLEX,4500,MIA@GB 11/11/2018 04:25PM ET,MIA,9.95
QB,Cody Kessler (11586671),Cody Kessler,11586671,QB,4500,JAX@IND 11/11/2018 01:00PM ET,JAX,10.04
QB,Jacoby Brissett (11586736),Jacoby Brissett,11586736,QB,4500,JAX@IND 11/11/2018 01:00PM ET,IND,-0.2
WR,Keelan Cole (11586998),Keelan Cole,11586998,WR/FLEX,4500,JAX@IND 11/11/2018 01:00PM ET,JAX,9.19
QB,Mike Glennon (11586486),Mike Glennon,11586486,QB,4500,ARI@KC 11/11/2018 01:00PM ET,ARI,0
QB,Brian Hoyer (11586351),Brian Hoyer,11586351,QB,4500,NE@TEN 11/11/2018 01:00PM ET,NE,-0.25
QB,Blaine Gabbert (11586479),Blaine Gabbert,11586479,QB,4500,NE@TEN 11/11/2018 01:00PM ET,TEN,4.29
WR,Corey Davis (11586889),Corey Davis,11586889,WR/FLEX,4500,NE@TEN 11/11/2018 01:00PM ET,TEN,11.31
QB,Nick Foles (11586442),Nick Foles,11586442,QB,4500,DAL@PHI 11/11/2018 08:20PM ET,PHI,12.87
WR,Tyrell Williams (11586768),Tyrell Williams,11586768,WR/FLEX,4500,LAC@OAK 11/11/2018 04:05PM ET,LAC,13.08
RB,LeSean McCoy (11586416),LeSean McCoy,11586416,RB/FLEX,4500,BUF@NYJ 11/11/2018 01:00PM ET,BUF,8.54
QB,Josh Allen (11587098),Josh Allen,11587098,QB,4500,BUF@NYJ 11/11/2018 01:00PM ET,BUF,11.46
QB,Sam Darnold (11587108),Sam Darnold,11587108,QB,4500,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,13.50
QB,Jeff Driskel (11586677),Jeff Driskel,11586677,QB,4400,NO@CIN 11/11/2018 01:00PM ET,CIN,2.06
QB,Matt Schaub (11586346),Matt Schaub,11586346,QB,4400,ATL@CLE 11/11/2018 01:00PM ET,ATL,0.55
WR,Geronimo Allison (11587014),Geronimo Allison,11587014,WR/FLEX,4400,MIA@GB 11/11/2018 04:25PM ET,GB,12.46
RB,Carlos Hyde (11586580),Carlos Hyde,11586580,RB/FLEX,4400,JAX@IND 11/11/2018 01:00PM ET,JAX,11.17
QB,Matt Cassel (11586315),Matt Cassel,11586315,QB,4400,DET@CHI 11/11/2018 01:00PM ET,DET,-0.54
QB,Colt McCoy (11586374),Colt McCoy,11586374,QB,4400,WAS@TB 11/11/2018 01:00PM ET,WAS,0
TE,Jordan Reed (11586543),Jordan Reed,11586543,TE/FLEX,4400,WAS@TB 11/11/2018 01:00PM ET,WAS,9
QB,Sean Mannion (11586633),Sean Mannion,11586633,QB,4400,SEA@LAR 11/11/2018 04:25PM ET,LAR,0.1
QB,AJ McCarron (11586542),AJ McCarron,11586542,QB,4400,LAC@OAK 11/11/2018 04:05PM ET,OAK,0.32
QB,DeShone Kizer (11587085),DeShone Kizer,11587085,QB,4300,MIA@GB 11/11/2018 04:25PM ET,GB,0.2
TE,Jack Doyle (11586502),Jack Doyle,11586502,TE/FLEX,4300,JAX@IND 11/11/2018 01:00PM ET,IND,11.67
QB,Chase Daniel (11586367),Chase Daniel,11586367,QB,4300,DET@CHI 11/11/2018 01:00PM ET,CHI,-0.17
QB,Chad Henne (11586352),Chad Henne,11586352,QB,4300,ARI@KC 11/11/2018 01:00PM ET,KC,0
WR,Pierre Garcon (11586425),Pierre Garcon,11586425,WR/FLEX,4300,NYG@SF 11/12/2018 08:15PM ET,SF,7.32
WR,Josh Doctson (11586675),Josh Doctson,11586675,WR/FLEX,4300,WAS@TB 11/11/2018 01:00PM ET,WAS,6.29
WR,Cole Beasley (11586470),Cole Beasley,11586470,WR/FLEX,4300,DAL@PHI 11/11/2018 08:20PM ET,DAL,10.95
WR,Nelson Agholor (11586801),Nelson Agholor,11586801,WR/FLEX,4300,DAL@PHI 11/11/2018 08:20PM ET,PHI,11
QB,Brett Hundley (11586661),Brett Hundley,11586661,QB,4300,SEA@LAR 11/11/2018 04:25PM ET,SEA,0
RB,Mike Davis (11586821),Mike Davis,11586821,RB/FLEX,4300,SEA@LAR 11/11/2018 04:25PM ET,SEA,10.8
QB,Geno Smith (11586563),Geno Smith,11586563,QB,4300,LAC@OAK 11/11/2018 04:05PM ET,LAC,0.01
QB,Josh McCown (11586314),Josh McCown,11586314,QB,4300,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,0
QB,Derek Anderson (11586318),Derek Anderson,11586318,QB,4300,BUF@NYJ 11/11/2018 01:00PM ET,BUF,6.25
TE,David Njoku (11587050),David Njoku,11587050,TE/FLEX,4200,ATL@CLE 11/11/2018 01:00PM ET,CLE,9.11
WR,DeVante Parker (11586700),DeVante Parker,11586700,WR/FLEX,4200,MIA@GB 11/11/2018 04:25PM ET,MIA,7.55
QB,Kyle Lauletta (11586977),Kyle Lauletta,11586977,QB,4200,NYG@SF 11/12/2018 08:15PM ET,NYG,0
WR,Jamison Crowder (11586690),Jamison Crowder,11586690,WR/FLEX,4200,WAS@TB 11/11/2018 01:00PM ET,WAS,8.98
QB,Cooper Rush (11586823),Cooper Rush,11586823,QB,4200,DAL@PHI 11/11/2018 08:20PM ET,DAL,0
RB,Malcolm Brown (11586708),Malcolm Brown,11586708,RB/FLEX,4200,SEA@LAR 11/11/2018 04:25PM ET,LAR,3.9
RB,Doug Martin (11586406),Doug Martin,11586406,RB/FLEX,4200,LAC@OAK 11/11/2018 04:05PM ET,OAK,4.02
RB,Isaiah Crowell (11586734),Isaiah Crowell,11586734,RB/FLEX,4200,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,12.18
WR,Kenny Stills (11586574),Kenny Stills,11586574,WR/FLEX,4100,MIA@GB 11/11/2018 04:25PM ET,MIA,9.5
RB,Chase Edmonds (11587054),Chase Edmonds,11587054,RB/FLEX,4100,ARI@KC 11/11/2018 01:00PM ET,ARI,3.18
QB,Taysom Hill (11586529),Taysom Hill,11586529,QB,4000,NO@CIN 11/11/2018 01:00PM ET,NO,2.82
QB,Drew Stanton (11586327),Drew Stanton,11586327,QB,4000,ATL@CLE 11/11/2018 01:00PM ET,CLE,0
WR,Antonio Callaway (11587102),Antonio Callaway,11587102,WR/FLEX,4000,ATL@CLE 11/11/2018 01:00PM ET,CLE,7.49
QB,David Fales (11586560),David Fales,11586560,QB,4000,MIA@GB 11/11/2018 04:25PM ET,MIA,0
QB,Tim Boyle (11586917),Tim Boyle,11586917,QB,4000,MIA@GB 11/11/2018 04:25PM ET,GB,0
QB,Landry Jones (11586447),Landry Jones,11586447,QB,4000,JAX@IND 11/11/2018 01:00PM ET,JAX,0
RB,Spencer Ware (11586564),Spencer Ware,11586564,RB/FLEX,4000,ARI@KC 11/11/2018 01:00PM ET,KC,4.51
WR,Cordarrelle Patterson (11586799),Cordarrelle Patterson,11586799,WR/FLEX,4000,NE@TEN 11/11/2018 01:00PM ET,NE,6.73
QB,Tom Savage (11586557),Tom Savage,11586557,QB,4000,NYG@SF 11/12/2018 08:15PM ET,SF,0
QB,Jimmy Garoppolo (11586610),Jimmy Garoppolo,11586610,QB,4000,NYG@SF 11/12/2018 08:15PM ET,SF,17.01
QB,Alex Tanney (11586767),Alex Tanney,11586767,QB,4000,NYG@SF 11/12/2018 08:15PM ET,NYG,0
QB,Ryan Griffin (11586495),Ryan Griffin,11586495,QB,4000,WAS@TB 11/11/2018 01:00PM ET,TB,0
WR,Chris Godwin (11587060),Chris Godwin,11587060,WR/FLEX,4000,WAS@TB 11/11/2018 01:00PM ET,TB,11.62
RB,Rod Smith (11586600),Rod Smith,11586600,RB/FLEX,4000,DAL@PHI 11/11/2018 08:20PM ET,DAL,0.86
QB,Nate Sudfeld (11586840),Nate Sudfeld,11586840,QB,4000,DAL@PHI 11/11/2018 08:20PM ET,PHI,0
QB,Mike White (11586918),Mike White,11586918,QB,4000,DAL@PHI 11/11/2018 08:20PM ET,DAL,0
RB,Austin Ekeler (11586996),Austin Ekeler,11586996,RB/FLEX,4000,LAC@OAK 11/11/2018 04:05PM ET,LAC,11.78
QB,Matt Barkley (11586508),Matt Barkley,11586508,QB,4000,BUF@NYJ 11/11/2018 01:00PM ET,BUF,0
QB,Nathan Peterman (11586774),Nathan Peterman,11586774,QB,4000,BUF@NYJ 11/11/2018 01:00PM ET,BUF,4.96
WR,John Ross (11586949),John Ross,11586949,WR/FLEX,3900,NO@CIN 11/11/2018 01:00PM ET,CIN,5.32
TE,Trey Burton (11586570),Trey Burton,11586570,TE/FLEX,3900,DET@CHI 11/11/2018 01:00PM ET,CHI,12.41
WR,Chris Hogan (11586655),Chris Hogan,11586655,WR/FLEX,3900,NE@TEN 11/11/2018 01:00PM ET,NE,7.59
WR,Adam Humphries (11586694),Adam Humphries,11586694,WR/FLEX,3900,WAS@TB 11/11/2018 01:00PM ET,TB,10.74
WR,Maurice Harris (11586741),Maurice Harris,11586741,WR/FLEX,3900,WAS@TB 11/11/2018 01:00PM ET,WAS,7.87
RB,John Kelly (11587106),John Kelly,11587106,RB/FLEX,3900,SEA@LAR 11/11/2018 04:25PM ET,LAR,0
WR,David Moore (11587133),David Moore,11587133,WR/FLEX,3900,SEA@LAR 11/11/2018 04:25PM ET,SEA,7.65
RB,Chris Ivory (11586397),Chris Ivory,11586397,RB/FLEX,3900,BUF@NYJ 11/11/2018 01:00PM ET,BUF,6.88
TE,Austin Hooper (11586907),Austin Hooper,11586907,TE/FLEX,3800,ATL@CLE 11/11/2018 01:00PM ET,ATL,10.78
RB,Theo Riddick (11586547),Theo Riddick,11586547,RB/FLEX,3800,DET@CHI 11/11/2018 01:00PM ET,DET,8.4
WR,Anthony Miller (11586953),Anthony Miller,11586953,WR/FLEX,3800,DET@CHI 11/11/2018 01:00PM ET,CHI,8.51
RB,Derrick Henry (11586891),Derrick Henry,11586891,RB/FLEX,3800,NE@TEN 11/11/2018 01:00PM ET,TEN,6.96
WR,Paul Richardson Jr. (11586646),Paul Richardson Jr.,11586646,WR/FLEX,3800,WAS@TB 11/11/2018 01:00PM ET,WAS,8.44
WR,Josh Reynolds (11587026),Josh Reynolds,11587026,WR/FLEX,3800,SEA@LAR 11/11/2018 04:25PM ET,LAR,3.29
WR,Jordy Nelson (11586334),Jordy Nelson,11586334,WR/FLEX,3800,LAC@OAK 11/11/2018 04:05PM ET,OAK,10.41
WR,Mike Williams (11586901),Mike Williams,11586901,WR/FLEX,3800,LAC@OAK 11/11/2018 04:05PM ET,LAC,10.42
WR,Robby Anderson (11586754),Robby Anderson,11586754,WR/FLEX,3800,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,9.22
TE,C.J. Uzomah (11586680),C.J. Uzomah,11586680,TE/FLEX,3700,NO@CIN 11/11/2018 01:00PM ET,CIN,5.92
RB,Ito Smith (11587058),Ito Smith,11587058,RB/FLEX,3700,ATL@CLE 11/11/2018 01:00PM ET,ATL,8.09
WR,Chester Rogers (11586859),Chester Rogers,11586859,WR/FLEX,3700,JAX@IND 11/11/2018 01:00PM ET,IND,8.94
RB,Nyheim Hines (11587111),Nyheim Hines,11587111,RB/FLEX,3700,JAX@IND 11/11/2018 01:00PM ET,IND,11.81
WR,Trent Taylor (11586903),Trent Taylor,11586903,WR/FLEX,3700,NYG@SF 11/12/2018 08:15PM ET,SF,5.4
WR,Michael Gallup (11587127),Michael Gallup,11587127,WR/FLEX,3700,DAL@PHI 11/11/2018 08:20PM ET,DAL,5.39
WR,Quincy Enunwa (11586566),Quincy Enunwa,11586566,WR/FLEX,3700,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,8.96
WR,Ryan Grant (11586515),Ryan Grant,11586515,WR/FLEX,3600,JAX@IND 11/11/2018 01:00PM ET,IND,9.83
WR,D.J. Chark Jr. (11587018),D.J. Chark Jr.,11587018,WR/FLEX,3600,JAX@IND 11/11/2018 01:00PM ET,JAX,3.36
DST,Bears  (11586284),Bears ,11586284,DST,3600,DET@CHI 11/11/2018 01:00PM ET,CHI,12.38
WR,Tajae Sharpe (11586861),Tajae Sharpe,11586861,WR/FLEX,3600,NE@TEN 11/11/2018 01:00PM ET,TEN,6.22
TE,Evan Engram (11586955),Evan Engram,11586955,TE/FLEX,3600,NYG@SF 11/12/2018 08:15PM ET,NYG,8.9
RB,Kapri Bibbs (11586666),Kapri Bibbs,11586666,RB/FLEX,3600,WAS@TB 11/11/2018 01:00PM ET,WAS,6
RB,Mark Walton (11587100),Mark Walton,11587100,RB/FLEX,3500,NO@CIN 11/11/2018 01:00PM ET,CIN,1.92
WR,Rashard Higgins (11586915),Rashard Higgins,11586915,WR/FLEX,3500,ATL@CLE 11/11/2018 01:00PM ET,CLE,8.55
RB,Frank Gore (11586316),Frank Gore,11586316,RB/FLEX,3500,MIA@GB 11/11/2018 04:25PM ET,MIA,7.4
WR,Jakeem Grant (11586712),Jakeem Grant,11586712,WR/FLEX,3500,MIA@GB 11/11/2018 04:25PM ET,MIA,8.03
RB,Jamaal Williams (11586834),Jamaal Williams,11586834,RB/FLEX,3500,MIA@GB 11/11/2018 04:25PM ET,GB,6.55
WR,Equanimeous St. Brown (11587123),Equanimeous St. Brown,11587123,WR/FLEX,3500,MIA@GB 11/11/2018 04:25PM ET,GB,4.26
TE,Eric Ebron (11586722),Eric Ebron,11586722,TE/FLEX,3500,JAX@IND 11/11/2018 01:00PM ET,IND,15.04
RB,Rex Burkhead (11586517),Rex Burkhead,11586517,RB/FLEX,3500,NE@TEN 11/11/2018 01:00PM ET,NE,4.9
RB,Alfred Morris (11586408),Alfred Morris,11586408,RB/FLEX,3500,NYG@SF 11/12/2018 08:15PM ET,SF,5.22
RB,Wayne Gallman Jr. (11586899),Wayne Gallman Jr.,11586899,RB/FLEX,3500,NYG@SF 11/12/2018 08:15PM ET,NYG,2.25
