Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Dante Pettis (11503516),Dante Pettis,11503516,WR/FLEX,3500,SF@ARI 10/28/2018 04:25PM ET,SF,4.65
WR,Equanimeous St. Brown (11503570),Equanimeous St. Brown,11503570,WR/FLEX,3500,GB@LAR 10/28/2018 04:25PM ET,GB,4.93
WR,Cameron Meredith (11503144),Cameron Meredith,11503144,WR/FLEX,3500,NO@MIN 10/28/2018 08:20PM ET,NO,6.35
DST,Patriots  (11502837),Patriots ,11502837,DST,3500,NE@BUF 10/29/2018 08:15PM ET,NE,7.14
RB,Kenjon Barner (11502996),Kenjon Barner,11502996,RB/FLEX,3500,NE@BUF 10/29/2018 08:15PM ET,NE,2.1
RB,Rex Burkhead (11503043),Rex Burkhead,11503043,RB/FLEX,3500,NE@BUF 10/29/2018 08:15PM ET,NE,4.9
WR,James Washington (11503504),James Washington,11503504,WR/FLEX,3400,CLE@PIT 10/28/2018 01:00PM ET,PIT,2.65
WR,Michael Floyd (11502990),Michael Floyd,11502990,WR/FLEX,3400,WAS@NYG 10/28/2018 01:00PM ET,WAS,1
WR,Adam Humphries (11503191),Adam Humphries,11503191,WR/FLEX,3400,TB@CIN 10/28/2018 01:00PM ET,TB,7.07
WR,Anthony Miller (11503414),Anthony Miller,11503414,WR/FLEX,3400,NYJ@CHI 10/28/2018 01:00PM ET,CHI,7.08
RB,Trenton Cannon (11503594),Trenton Cannon,11503594,RB/FLEX,3400,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,2.06
WR,Jarius Wright (11503014),Jarius Wright,11503014,WR/FLEX,3400,BAL@CAR 10/28/2018 01:00PM ET,CAR,7.02
RB,DeAndre Washington (11503209),DeAndre Washington,11503209,RB/FLEX,3400,IND@OAK 10/28/2018 04:05PM ET,OAK,0
WR,Seth Roberts (11503334),Seth Roberts,11503334,WR/FLEX,3400,IND@OAK 10/28/2018 04:05PM ET,OAK,6.96
RB,Jordan Wilkins (11503420),Jordan Wilkins,11503420,RB/FLEX,3400,IND@OAK 10/28/2018 04:05PM ET,IND,5.04
RB,Kyle Juszczyk (11503047),Kyle Juszczyk,11503047,RB/FLEX,3400,SF@ARI 10/28/2018 04:25PM ET,SF,7.03
RB,Jonathan Stewart (11502893),Jonathan Stewart,11502893,RB/FLEX,3300,WAS@NYG 10/28/2018 01:00PM ET,NYG,0.57
WR,Bennie Fowler (11503073),Bennie Fowler,11503073,WR/FLEX,3300,WAS@NYG 10/28/2018 01:00PM ET,NYG,2.1
WR,Maurice Harris (11503232),Maurice Harris,11503232,WR/FLEX,3300,WAS@NYG 10/28/2018 01:00PM ET,WAS,4.45
RB,C.J. Anderson (11503230),C.J. Anderson,11503230,RB/FLEX,3300,BAL@CAR 10/28/2018 01:00PM ET,CAR,2.97
WR,Dwayne Harris (11502907),Dwayne Harris,11502907,WR/FLEX,3300,IND@OAK 10/28/2018 04:05PM ET,OAK,0.94
WR,Zach Pascal (11503273),Zach Pascal,11503273,WR/FLEX,3300,IND@OAK 10/28/2018 04:05PM ET,IND,4.74
WR,Laquon Treadwell (11503410),Laquon Treadwell,11503410,WR/FLEX,3300,NO@MIN 10/28/2018 08:20PM ET,MIN,6.73
RB,Marcus Murphy (11503108),Marcus Murphy,11503108,RB/FLEX,3300,NE@BUF 10/29/2018 08:15PM ET,BUF,5.45
WR,Chris Conley (11503161),Chris Conley,11503161,WR/FLEX,3200,DEN@KC 10/28/2018 01:00PM ET,KC,4.91
WR,Jaron Brown (11503007),Jaron Brown,11503007,WR/FLEX,3200,SEA@DET 10/28/2018 01:00PM ET,SEA,4.38
RB,Benny Cunningham (11503045),Benny Cunningham,11503045,RB/FLEX,3200,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0.45
RB,Robert Turbin (11502972),Robert Turbin,11502972,RB/FLEX,3200,IND@OAK 10/28/2018 04:05PM ET,IND,0.65
DST,Cardinals  (11502841),Cardinals ,11502841,DST,3200,SF@ARI 10/28/2018 04:25PM ET,ARI,8.14
WR,Aldrick Robinson (11502966),Aldrick Robinson,11502966,WR/FLEX,3200,NO@MIN 10/28/2018 08:20PM ET,MIN,5.92
WR,Cordarrelle Patterson (11503283),Cordarrelle Patterson,11503283,WR/FLEX,3200,NE@BUF 10/29/2018 08:15PM ET,NE,6.14
WR,Ryan Switzer (11503353),Ryan Switzer,11503353,WR/FLEX,3100,CLE@PIT 10/28/2018 01:00PM ET,PIT,4.52
WR,Andre Roberts (11502913),Andre Roberts,11502913,WR/FLEX,3100,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,1.67
TE,Benjamin Watson (11502877),Benjamin Watson,11502877,TE/FLEX,3100,NO@MIN 10/28/2018 08:20PM ET,NO,8.67
WR,Andre Holmes (11503132),Andre Holmes,11503132,WR/FLEX,3100,NE@BUF 10/29/2018 08:15PM ET,BUF,2.34
RB,Anthony Sherman (11502963),Anthony Sherman,11502963,RB/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,KC,2.36
WR,Jordan Taylor (11503100),Jordan Taylor,11503100,WR/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,DEN,0
RB,Andy Janovich (11503256),Andy Janovich,11503256,RB/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,DEN,0.93
RB,Damien Williams (11503287),Damien Williams,11503287,RB/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,KC,0.7
WR,Demarcus Robinson (11503342),Demarcus Robinson,11503342,WR/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,KC,2.24
WR,Marcus Kemp (11503396),Marcus Kemp,11503396,WR/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,KC,0.24
WR,DaeSean Hamilton (11503412),DaeSean Hamilton,11503412,WR/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,DEN,1.06
RB,Darrel Williams (11503469),Darrel Williams,11503469,RB/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,KC,0
WR,Tim Patrick (11503518),Tim Patrick,11503518,WR/FLEX,3000,DEN@KC 10/28/2018 01:00PM ET,DEN,0.74
WR,Darrius Heyward-Bey (11502887),Darrius Heyward-Bey,11502887,WR/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,PIT,0
WR,Justin Hunter (11503087),Justin Hunter,11503087,WR/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,PIT,0.53
RB,Roosevelt Nix (11503096),Roosevelt Nix,11503096,RB/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,PIT,0.48
WR,Eli Rogers (11503225),Eli Rogers,11503225,WR/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,PIT,0
WR,Breshad Perriman (11503264),Breshad Perriman,11503264,WR/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,CLE,1.6
WR,Da'Mari Scott (11503435),Da'Mari Scott,11503435,WR/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,CLE,0
RB,Dontrell Hilliard (11503467),Dontrell Hilliard,11503467,RB/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,CLE,0
RB,Jaylen Samuels (11503496),Jaylen Samuels,11503496,RB/FLEX,3000,CLE@PIT 10/28/2018 01:00PM ET,PIT,0
WR,Brian Quick (11502944),Brian Quick,11502944,WR/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,WAS,0.96
WR,Russell Shepard (11503035),Russell Shepard,11503035,WR/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,NYG,2.02
RB,Rob Kelley (11503199),Rob Kelley,11503199,RB/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,WAS,0.4
RB,Elijhaa Penny (11503223),Elijhaa Penny,11503223,RB/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,NYG,0.04
WR,Cody Latimer (11503242),Cody Latimer,11503242,WR/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,NYG,4.2
RB,Byron Marshall (11503279),Byron Marshall,11503279,RB/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,WAS,0
WR,Jehu Chesson (11503316),Jehu Chesson,11503316,WR/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,WAS,0
WR,Jawill Davis (11503449),Jawill Davis,11503449,WR/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,NYG,1.57
RB,Samaje Perine (11503459),Samaje Perine,11503459,RB/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,WAS,0.6
WR,Quadree Henderson (11503553),Quadree Henderson,11503553,WR/FLEX,3000,WAS@NYG 10/28/2018 01:00PM ET,NYG,0
RB,Nick Bellore (11502940),Nick Bellore,11502940,RB/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,DET,0.08
WR,TJ Jones (11503091),TJ Jones,11503091,WR/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,DET,1.1
RB,Ameer Abdullah (11503155),Ameer Abdullah,11503155,RB/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,DET,1.15
RB,Tre Madden (11503182),Tre Madden,11503182,RB/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,SEA,0.32
RB,J.D. McKissic (11503236),J.D. McKissic,11503236,RB/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,SEA,0
RB,C.J. Prosise (11503328),C.J. Prosise,11503328,RB/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,SEA,1.73
WR,Brandon Powell (11503451),Brandon Powell,11503451,WR/FLEX,3000,SEA@DET 10/28/2018 01:00PM ET,DET,0
RB,Jacquizz Rodgers (11502994),Jacquizz Rodgers,11502994,RB/FLEX,3000,TB@CIN 10/28/2018 01:00PM ET,TB,2.42
WR,Alex Erickson (11503262),Alex Erickson,11503262,WR/FLEX,3000,TB@CIN 10/28/2018 01:00PM ET,CIN,1.67
WR,Cody Core (11503312),Cody Core,11503312,WR/FLEX,3000,TB@CIN 10/28/2018 01:00PM ET,CIN,1.2
WR,Josh Malone (11503453),Josh Malone,11503453,WR/FLEX,3000,TB@CIN 10/28/2018 01:00PM ET,CIN,0.37
RB,Shaun Wilson (11503488),Shaun Wilson,11503488,RB/FLEX,3000,TB@CIN 10/28/2018 01:00PM ET,TB,1.47
WR,Justin Watson (11503494),Justin Watson,11503494,WR/FLEX,3000,TB@CIN 10/28/2018 01:00PM ET,TB,0
WR,Josh Bellamy (11503110),Josh Bellamy,11503110,WR/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,CHI,1.97
RB,Michael Burton (11503123),Michael Burton,11503123,RB/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0.53
WR,Charone Peake (11503193),Charone Peake,11503193,WR/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,0
WR,Kevin White (11503349),Kevin White,11503349,WR/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,CHI,1.4
RB,Elijah McGuire (11503370),Elijah McGuire,11503370,RB/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,0
WR,ArDarius Stewart (11503432),ArDarius Stewart,11503432,WR/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,0
WR,Deontay Burnett (11503572),Deontay Burnett,11503572,WR/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,1.9
WR,Javon Wims (11503580),Javon Wims,11503580,WR/FLEX,3000,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0
WR,Damiere Byrd (11503205),Damiere Byrd,11503205,WR/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,CAR,0.6
WR,Chris Moore (11503221),Chris Moore,11503221,WR/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,2.61
RB,Patrick Ricard (11503271),Patrick Ricard,11503271,RB/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,0
RB,Kenneth Dixon (11503295),Kenneth Dixon,11503295,RB/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,10.4
RB,Cameron Artis-Payne (11503340),Cameron Artis-Payne,11503340,RB/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,CAR,0
RB,Gus Edwards (11503372),Gus Edwards,11503372,RB/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,2.1
WR,Quincy Adeboyejo (11503416),Quincy Adeboyejo,11503416,WR/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,0
RB,Elijah Hood (11503479),Elijah Hood,11503479,RB/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,CAR,0
WR,Jordan Lasley (11503532),Jordan Lasley,11503532,WR/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,0
WR,Jaleel Scott (11503574),Jaleel Scott,11503574,WR/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,BAL,0
RB,Alex Armah (11503586),Alex Armah,11503586,RB/FLEX,3000,BAL@CAR 10/28/2018 01:00PM ET,CAR,1.17
WR,Brandon LaFell (11502900),Brandon LaFell,11502900,WR/FLEX,3000,IND@OAK 10/28/2018 04:05PM ET,OAK,0
WR,Dontrelle Inman (11502950),Dontrelle Inman,11502950,WR/FLEX,3000,IND@OAK 10/28/2018 04:05PM ET,IND,0
WR,Matt Hazel (11503127),Matt Hazel,11503127,WR/FLEX,3000,IND@OAK 10/28/2018 04:05PM ET,IND,0
RB,Keith Smith (11503136),Keith Smith,11503136,RB/FLEX,3000,IND@OAK 10/28/2018 04:05PM ET,OAK,0.73
RB,Derrick Coleman (11503005),Derrick Coleman,11503005,RB/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,ARI,0.57
WR,J.J. Nelson (11503129),J.J. Nelson,11503129,WR/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,ARI,0.97
RB,T.J. Logan (11503351),T.J. Logan,11503351,RB/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,ARI,0
TE,Ricky Seals-Jones (11503392),Ricky Seals-Jones,11503392,TE/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,ARI,6.2
WR,Victor Bolden Jr. (11503422),Victor Bolden Jr.,11503422,WR/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,SF,0.67
WR,Chad Williams (11503447),Chad Williams,11503447,WR/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,ARI,3.46
WR,Richie James Jr. (11503473),Richie James Jr.,11503473,WR/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,SF,0.42
WR,Trent Sherfield (11503508),Trent Sherfield,11503508,WR/FLEX,3000,SF@ARI 10/28/2018 04:25PM ET,ARI,0
WR,Nick Williams (11503077),Nick Williams,11503077,WR/FLEX,3000,GB@LAR 10/28/2018 04:25PM ET,LAR,1.23
WR,Jake Kumerow (11503134),Jake Kumerow,11503134,WR/FLEX,3000,GB@LAR 10/28/2018 04:25PM ET,GB,0
WR,JoJo Natson Jr. (11503297),JoJo Natson Jr.,11503297,WR/FLEX,3000,GB@LAR 10/28/2018 04:25PM ET,LAR,0
RB,Justin Davis (11503345),Justin Davis,11503345,RB/FLEX,3000,GB@LAR 10/28/2018 04:25PM ET,LAR,0
WR,J'Mon Moore (11503394),J'Mon Moore,11503394,WR/FLEX,3000,GB@LAR 10/28/2018 04:25PM ET,GB,0.67
WR,KhaDarel Hodge (11503445),KhaDarel Hodge,11503445,WR/FLEX,3000,GB@LAR 10/28/2018 04:25PM ET,LAR,0.48
RB,Shane Vereen (11502968),Shane Vereen,11502968,RB/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,NO,0
RB,Zach Line (11503000),Zach Line,11503000,RB/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,NO,1.67
WR,Austin Carr (11503293),Austin Carr,11503293,WR/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,NO,1.87
RB,Dwayne Washington (11503338),Dwayne Washington,11503338,RB/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,NO,0.07
RB,Roc Thomas (11503502),Roc Thomas,11503502,RB/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,MIN,1.18
RB,Mike Boone (11503534),Mike Boone,11503534,RB/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,MIN,1.14
RB,C.J. Ham (11503576),C.J. Ham,11503576,RB/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,MIN,2.1
WR,Brandon Zylstra (11503578),Brandon Zylstra,11503578,WR/FLEX,3000,NO@MIN 10/28/2018 08:20PM ET,MIN,0.47
WR,Matthew Slater (11502871),Matthew Slater,11502871,WR/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,NE,0
RB,James Develin (11502929),James Develin,11502929,RB/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,NE,1.21
RB,Taiwan Jones (11502942),Taiwan Jones,11502942,RB/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,BUF,0
RB,Patrick DiMarco (11502981),Patrick DiMarco,11502981,RB/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,BUF,0.49
WR,Cody Hollister (11503322),Cody Hollister,11503322,WR/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,NE,0
WR,Braxton Berrios (11503461),Braxton Berrios,11503461,WR/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,NE,0
WR,Cam Phillips (11503512),Cam Phillips,11503512,WR/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,BUF,0
WR,Ray-Ray McCloud III (11503542),Ray-Ray McCloud III,11503542,WR/FLEX,3000,NE@BUF 10/29/2018 08:15PM ET,BUF,0.8
TE,Jesse James (11503260),Jesse James,11503260,TE/FLEX,2900,CLE@PIT 10/28/2018 01:00PM ET,PIT,8.9
TE,Nick Vannett (11503217),Nick Vannett,11503217,TE/FLEX,2900,SEA@DET 10/28/2018 01:00PM ET,SEA,4.6
DST,Colts  (11502832),Colts ,11502832,DST,2900,IND@OAK 10/28/2018 04:05PM ET,IND,7.57
TE,Vernon Davis (11502860),Vernon Davis,11502860,TE/FLEX,2800,WAS@NYG 10/28/2018 01:00PM ET,WAS,4.98
TE,Chris Herndon (11503490),Chris Herndon,11503490,TE/FLEX,2800,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,5.36
DST,Ravens  (11502848),Ravens ,11502848,DST,2800,BAL@CAR 10/28/2018 01:00PM ET,BAL,9
DST,Redskins  (11502846),Redskins ,11502846,DST,2700,WAS@NYG 10/28/2018 01:00PM ET,WAS,8
TE,Cameron Brate (11503104),Cameron Brate,11503104,TE/FLEX,2700,TB@CIN 10/28/2018 01:00PM ET,TB,6.18
TE,Mark Andrews (11503455),Mark Andrews,11503455,TE/FLEX,2700,BAL@CAR 10/28/2018 01:00PM ET,BAL,6.04
TE,Charles Clay (11502961),Charles Clay,11502961,TE/FLEX,2700,NE@BUF 10/29/2018 08:15PM ET,BUF,4.04
DST,Chiefs  (11502833),Chiefs ,11502833,DST,2600,DEN@KC 10/28/2018 01:00PM ET,KC,7.57
TE,Jeff Heuerman (11503171),Jeff Heuerman,11503171,TE/FLEX,2600,DEN@KC 10/28/2018 01:00PM ET,DEN,3.86
TE,Jermaine Gresham (11502918),Jermaine Gresham,11502918,TE/FLEX,2600,SF@ARI 10/28/2018 04:25PM ET,ARI,1.52
DST,Rams  (11502835),Rams ,11502835,DST,2600,GB@LAR 10/28/2018 04:25PM ET,LAR,11.14
TE,Tyler Higbee (11503201),Tyler Higbee,11503201,TE/FLEX,2600,GB@LAR 10/28/2018 04:25PM ET,LAR,2.49
TE,Gerald Everett (11503522),Gerald Everett,11503522,TE/FLEX,2600,GB@LAR 10/28/2018 04:25PM ET,LAR,2.37
TE,Josh Hill (11503027),Josh Hill,11503027,TE/FLEX,2600,NO@MIN 10/28/2018 08:20PM ET,NO,4.4
TE,Dwayne Allen (11503009),Dwayne Allen,11503009,TE/FLEX,2600,NE@BUF 10/29/2018 08:15PM ET,NE,0.09
TE,James Winchester (11503029),James Winchester,11503029,TE/FLEX,2500,DEN@KC 10/28/2018 01:00PM ET,KC,0
TE,Brian Parker (11503125),Brian Parker,11503125,TE/FLEX,2500,DEN@KC 10/28/2018 01:00PM ET,DEN,0
TE,Demetrius Harris (11503197),Demetrius Harris,11503197,TE/FLEX,2500,DEN@KC 10/28/2018 01:00PM ET,KC,4.4
TE,Matt LaCosse (11503215),Matt LaCosse,11503215,TE/FLEX,2500,DEN@KC 10/28/2018 01:00PM ET,DEN,1.5
TE,Darren Fells (11502881),Darren Fells,11502881,TE/FLEX,2500,CLE@PIT 10/28/2018 01:00PM ET,CLE,2.77
TE,Orson Charles (11503079),Orson Charles,11503079,TE/FLEX,2500,CLE@PIT 10/28/2018 01:00PM ET,CLE,0.26
TE,Xavier Grimble (11503117),Xavier Grimble,11503117,TE/FLEX,2500,CLE@PIT 10/28/2018 01:00PM ET,PIT,1.23
TE,Seth DeValve (11503253),Seth DeValve,11503253,TE/FLEX,2500,CLE@PIT 10/28/2018 01:00PM ET,CLE,0.9
TE,Rhett Ellison (11502948),Rhett Ellison,11502948,TE/FLEX,2500,WAS@NYG 10/28/2018 01:00PM ET,NYG,5.45
TE,Scott Simonson (11503146),Scott Simonson,11503146,TE/FLEX,2500,WAS@NYG 10/28/2018 01:00PM ET,NYG,0.73
TE,Jeremy Sprinkle (11503302),Jeremy Sprinkle,11503302,TE/FLEX,2500,WAS@NYG 10/28/2018 01:00PM ET,WAS,0
TE,Ed Dickson (11502891),Ed Dickson,11502891,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,SEA,0
TE,Luke Willson (11503018),Luke Willson,11503018,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,DET,1.62
TE,Levine Toilolo (11503052),Levine Toilolo,11503052,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,DET,0.82
TE,Tyler Ott (11503106),Tyler Ott,11503106,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,SEA,0
TE,Tyrone Swoopes (11503347),Tyrone Swoopes,11503347,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,SEA,3.3
TE,Darrell Daniels (11503404),Darrell Daniels,11503404,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,SEA,0
TE,Michael Roberts (11503424),Michael Roberts,11503424,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,DET,9.43
TE,Will Dissly (11503514),Will Dissly,11503514,TE/FLEX,2500,SEA@DET 10/28/2018 01:00PM ET,SEA,9.65
DST,Bengals  (11502827),Bengals ,11502827,DST,2500,TB@CIN 10/28/2018 01:00PM ET,CIN,6
TE,Clark Harris (11502863),Clark Harris,11502863,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,CIN,0
TE,Matt Lengel (11503056),Matt Lengel,11503056,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,CIN,0
TE,Tyler Eifert (11503067),Tyler Eifert,11503067,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,CIN,9.72
TE,Tyler Kroft (11503164),Tyler Kroft,11503164,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,CIN,1.52
TE,Alan Cross (11503250),Alan Cross,11503250,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,TB,0.27
TE,Mason Schreck (11503308),Mason Schreck,11503308,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,CIN,0
TE,Antony Auclair (11503590),Antony Auclair,11503590,TE/FLEX,2500,TB@CIN 10/28/2018 01:00PM ET,TB,1.3
TE,Patrick Scales (11502970),Patrick Scales,11502970,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0
TE,Dion Sims (11503075),Dion Sims,11503075,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0.48
TE,Eric Tomlinson (11503112),Eric Tomlinson,11503112,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,1.64
TE,Neal Sterling (11503114),Neal Sterling,11503114,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,2.25
TE,Daniel Brown (11503140),Daniel Brown,11503140,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0
TE,Ben Braunecker (11503277),Ben Braunecker,11503277,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0
TE,Jordan Leggett (11503364),Jordan Leggett,11503364,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,2.05
TE,Adam Shaheen (11503584),Adam Shaheen,11503584,TE/FLEX,2500,NYJ@CHI 10/28/2018 01:00PM ET,CHI,0
DST,Panthers  (11502847),Panthers ,11502847,DST,2500,BAL@CAR 10/28/2018 01:00PM ET,CAR,7.5
TE,Chris Manhertz (11503142),Chris Manhertz,11503142,TE/FLEX,2500,BAL@CAR 10/28/2018 01:00PM ET,CAR,0.2
TE,Darren Waller (11503187),Darren Waller,11503187,TE/FLEX,2500,BAL@CAR 10/28/2018 01:00PM ET,BAL,0
TE,Nick Boyle (11503240),Nick Boyle,11503240,TE/FLEX,2500,BAL@CAR 10/28/2018 01:00PM ET,BAL,3.7
TE,Maxx Williams (11503258),Maxx Williams,11503258,TE/FLEX,2500,BAL@CAR 10/28/2018 01:00PM ET,BAL,3.93
TE,Hayden Hurst (11503564),Hayden Hurst,11503564,TE/FLEX,2500,BAL@CAR 10/28/2018 01:00PM ET,BAL,0.57
TE,Ian Thomas (11503582),Ian Thomas,11503582,TE/FLEX,2500,BAL@CAR 10/28/2018 01:00PM ET,CAR,2.87
TE,Lee Smith (11502920),Lee Smith,11502920,TE/FLEX,2500,IND@OAK 10/28/2018 04:05PM ET,OAK,0.88
TE,Ryan Hewitt (11503049),Ryan Hewitt,11503049,TE/FLEX,2500,IND@OAK 10/28/2018 04:05PM ET,IND,0
TE,Erik Swoope (11503098),Erik Swoope,11503098,TE/FLEX,2500,IND@OAK 10/28/2018 04:05PM ET,IND,6.66
TE,Derek Carrier (11503269),Derek Carrier,11503269,TE/FLEX,2500,IND@OAK 10/28/2018 04:05PM ET,OAK,0.92
TE,Mo Alie-Cox (11503336),Mo Alie-Cox,11503336,TE/FLEX,2500,IND@OAK 10/28/2018 04:05PM ET,IND,2.93
DST,49ers  (11502843),49ers ,11502843,DST,2500,SF@ARI 10/28/2018 04:25PM ET,SF,2.29
TE,Kyle Nelson (11502911),Kyle Nelson,11502911,TE/FLEX,2500,SF@ARI 10/28/2018 04:25PM ET,SF,0
TE,Garrett Celek (11502976),Garrett Celek,11502976,TE/FLEX,2500,SF@ARI 10/28/2018 04:25PM ET,SF,1.7
TE,Gabe Holmes (11503058),Gabe Holmes,11503058,TE/FLEX,2500,SF@ARI 10/28/2018 04:25PM ET,ARI,0
TE,Ross Dwelley (11503439),Ross Dwelley,11503439,TE/FLEX,2500,SF@ARI 10/28/2018 04:25PM ET,SF,0
TE,Marcedes Lewis (11502858),Marcedes Lewis,11502858,TE/FLEX,2500,GB@LAR 10/28/2018 04:25PM ET,GB,0
TE,Lance Kendricks (11502915),Lance Kendricks,11502915,TE/FLEX,2500,GB@LAR 10/28/2018 04:25PM ET,GB,3.28
TE,Robert Tonyan (11503275),Robert Tonyan,11503275,TE/FLEX,2500,GB@LAR 10/28/2018 04:25PM ET,GB,0
TE,Johnny Mundt (11503374),Johnny Mundt,11503374,TE/FLEX,2500,GB@LAR 10/28/2018 04:25PM ET,LAR,0
TE,Kevin McDermott (11503011),Kevin McDermott,11503011,TE/FLEX,2500,NO@MIN 10/28/2018 08:20PM ET,MIN,0
TE,David Morgan (11503248),David Morgan,11503248,TE/FLEX,2500,NO@MIN 10/28/2018 08:20PM ET,MIN,1.43
