Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Robert Woods (11503119),Robert Woods,11503119,WR/FLEX,6800,GB@LAR 10/28/2018 04:25PM ET,LAR,19.6
WR,Tyler Boyd (11503384),Tyler Boyd,11503384,WR/FLEX,6700,TB@CIN 10/28/2018 01:00PM ET,CIN,16.96
RB,David Johnson (11503102),David Johnson,11503102,RB/FLEX,6700,SF@ARI 10/28/2018 04:25PM ET,ARI,14.87
WR,Stefon Diggs (11503306),Stefon Diggs,11503306,WR/FLEX,6700,NO@MIN 10/28/2018 08:20PM ET,MIN,17.77
WR,Emmanuel Sanders (11502905),Emmanuel Sanders,11502905,WR/FLEX,6500,DEN@KC 10/28/2018 01:00PM ET,DEN,21.39
QB,Tom Brady (11502849),Tom Brady,11502849,QB,6500,NE@BUF 10/29/2018 08:15PM ET,NE,21.45
QB,Aaron Rodgers (11502857),Aaron Rodgers,11502857,QB,6400,GB@LAR 10/28/2018 04:25PM ET,GB,23.83
QB,Andrew Luck (11503002),Andrew Luck,11503002,QB,6300,IND@OAK 10/28/2018 04:05PM ET,IND,24.20
WR,T.Y. Hilton (11503023),T.Y. Hilton,11503023,WR/FLEX,6300,IND@OAK 10/28/2018 04:05PM ET,IND,16.78
QB,Andy Dalton (11502903),Andy Dalton,11502903,QB,6200,TB@CIN 10/28/2018 01:00PM ET,CIN,19.14
WR,Julian Edelman (11502922),Julian Edelman,11502922,WR/FLEX,6200,NE@BUF 10/29/2018 08:15PM ET,NE,14.47
TE,Rob Gronkowski (11502932),Rob Gronkowski,11502932,TE/FLEX,6200,NE@BUF 10/29/2018 08:15PM ET,NE,12.42
QB,Ben Roethlisberger (11502876),Ben Roethlisberger,11502876,QB,6100,CLE@PIT 10/28/2018 01:00PM ET,PIT,25.00
QB,Mitchell Trubisky (11503355),Mitchell Trubisky,11503355,QB,6100,NYJ@CHI 10/28/2018 01:00PM ET,CHI,25.54
WR,Josh Gordon (11503054),Josh Gordon,11503054,WR/FLEX,6100,NE@BUF 10/29/2018 08:15PM ET,NE,10.62
WR,Golden Tate (11502959),Golden Tate,11502959,WR/FLEX,6000,SEA@DET 10/28/2018 01:00PM ET,DET,18.6
QB,Jameis Winston (11503289),Jameis Winston,11503289,QB,6000,TB@CIN 10/28/2018 01:00PM ET,TB,23.43
WR,Cooper Kupp (11503330),Cooper Kupp,11503330,WR/FLEX,6000,GB@LAR 10/28/2018 04:25PM ET,LAR,18.22
QB,Jared Goff (11503344),Jared Goff,11503344,QB,6000,GB@LAR 10/28/2018 04:25PM ET,LAR,22.24
QB,Russell Wilson (11502965),Russell Wilson,11502965,QB,5900,SEA@DET 10/28/2018 01:00PM ET,SEA,17.59
WR,John Brown (11503031),John Brown,11503031,WR/FLEX,5900,BAL@CAR 10/28/2018 01:00PM ET,BAL,16.31
QB,Kirk Cousins (11502978),Kirk Cousins,11502978,QB,5900,NO@MIN 10/28/2018 08:20PM ET,MIN,23.13
RB,Tarik Cohen (11503443),Tarik Cohen,11503443,RB/FLEX,5800,NYJ@CHI 10/28/2018 01:00PM ET,CHI,16.7
QB,Cam Newton (11502931),Cam Newton,11502931,QB,5800,BAL@CAR 10/28/2018 01:00PM ET,CAR,24.63
QB,Baker Mayfield (11503408),Baker Mayfield,11503408,QB,5700,CLE@PIT 10/28/2018 01:00PM ET,CLE,16.77
WR,Kenny Golladay (11503326),Kenny Golladay,11503326,WR/FLEX,5700,SEA@DET 10/28/2018 01:00PM ET,DET,16.08
QB,Matthew Stafford (11502904),Matthew Stafford,11502904,QB,5600,SEA@DET 10/28/2018 01:00PM ET,DET,19.30
WR,Allen Robinson II (11503244),Allen Robinson II,11503244,WR/FLEX,5600,NYJ@CHI 10/28/2018 01:00PM ET,CHI,10.92
QB,Drew Brees (11502850),Drew Brees,11502850,QB,5600,NO@MIN 10/28/2018 08:20PM ET,NO,25.3
RB,Sony Michel (11503477),Sony Michel,11503477,RB/FLEX,5600,NE@BUF 10/29/2018 08:15PM ET,NE,13.05
RB,Chris Thompson (11503071),Chris Thompson,11503071,RB/FLEX,5500,WAS@NYG 10/28/2018 01:00PM ET,WAS,15.5
WR,Doug Baldwin (11502955),Doug Baldwin,11502955,WR/FLEX,5500,SEA@DET 10/28/2018 01:00PM ET,SEA,6.32
TE,George Kittle (11503362),George Kittle,11503362,TE/FLEX,5500,SF@ARI 10/28/2018 04:25PM ET,SF,14.53
RB,LeSean McCoy (11502946),LeSean McCoy,11502946,RB/FLEX,5500,NE@BUF 10/29/2018 08:15PM ET,BUF,7.65
WR,Devin Funchess (11503318),Devin Funchess,11503318,WR/FLEX,5400,BAL@CAR 10/28/2018 01:00PM ET,CAR,14.07
RB,Marlon Mack (11503530),Marlon Mack,11503530,RB/FLEX,5400,IND@OAK 10/28/2018 04:05PM ET,IND,16.6
RB,Kerryon Johnson (11503562),Kerryon Johnson,11503562,RB/FLEX,5300,SEA@DET 10/28/2018 01:00PM ET,DET,13.38
WR,DeSean Jackson (11502898),DeSean Jackson,11502898,WR/FLEX,5300,TB@CIN 10/28/2018 01:00PM ET,TB,18.35
QB,Joe Flacco (11502865),Joe Flacco,11502865,QB,5300,BAL@CAR 10/28/2018 01:00PM ET,BAL,18.68
RB,Mark Ingram (11502988),Mark Ingram,11502988,RB/FLEX,5300,NO@MIN 10/28/2018 08:20PM ET,NO,13.75
RB,Dalvin Cook (11503484),Dalvin Cook,11503484,RB/FLEX,5300,NO@MIN 10/28/2018 08:20PM ET,MIN,9.5
RB,Phillip Lindsay (11503402),Phillip Lindsay,11503402,RB/FLEX,5200,DEN@KC 10/28/2018 01:00PM ET,DEN,13.07
WR,Sterling Shepard (11503285),Sterling Shepard,11503285,WR/FLEX,5200,WAS@NYG 10/28/2018 01:00PM ET,NYG,14.83
WR,Tyler Lockett (11503207),Tyler Lockett,11503207,WR/FLEX,5200,SEA@DET 10/28/2018 01:00PM ET,SEA,15.13
QB,Derek Carr (11503040),Derek Carr,11503040,QB,5200,IND@OAK 10/28/2018 04:05PM ET,OAK,17.32
QB,Case Keenum (11502928),Case Keenum,11502928,QB,5100,DEN@KC 10/28/2018 01:00PM ET,DEN,16.36
WR,Taylor Gabriel (11503437),Taylor Gabriel,11503437,WR/FLEX,5100,NYJ@CHI 10/28/2018 01:00PM ET,CHI,14.08
QB,Alex Smith (11502866),Alex Smith,11502866,QB,5000,WAS@NYG 10/28/2018 01:00PM ET,WAS,15.79
RB,Marshawn Lynch (11502885),Marshawn Lynch,11502885,RB/FLEX,5000,IND@OAK 10/28/2018 04:05PM ET,OAK,13.67
TE,Jared Cook (11502895),Jared Cook,11502895,TE/FLEX,5000,IND@OAK 10/28/2018 04:05PM ET,OAK,15
WR,Marquise Goodwin (11503060),Marquise Goodwin,11503060,WR/FLEX,5000,SF@ARI 10/28/2018 04:25PM ET,SF,10.62
RB,Matt Breida (11503426),Matt Breida,11503426,RB/FLEX,5000,SF@ARI 10/28/2018 04:25PM ET,SF,12.07
WR,Geronimo Allison (11503463),Geronimo Allison,11503463,WR/FLEX,5000,GB@LAR 10/28/2018 04:25PM ET,GB,14.98
WR,Demaryius Thomas (11502926),Demaryius Thomas,11502926,WR/FLEX,4900,DEN@KC 10/28/2018 01:00PM ET,DEN,13.03
QB,Eli Manning (11502873),Eli Manning,11502873,QB,4900,WAS@NYG 10/28/2018 01:00PM ET,NYG,16.62
RB,Adrian Peterson (11502883),Adrian Peterson,11502883,RB/FLEX,4900,WAS@NYG 10/28/2018 01:00PM ET,WAS,14.37
TE,Eric Ebron (11503213),Eric Ebron,11503213,TE/FLEX,4900,IND@OAK 10/28/2018 04:05PM ET,IND,15.37
QB,C.J. Beathard (11503292),C.J. Beathard,11503292,QB,4900,SF@ARI 10/28/2018 04:25PM ET,SF,15.10
WR,Randall Cobb (11503016),Randall Cobb,11503016,WR/FLEX,4900,GB@LAR 10/28/2018 04:25PM ET,GB,14.8
RB,Latavius Murray (11503021),Latavius Murray,11503021,RB/FLEX,4900,NO@MIN 10/28/2018 08:20PM ET,MIN,10.81
WR,Marvin Jones Jr. (11503003),Marvin Jones Jr.,11503003,WR/FLEX,4800,SEA@DET 10/28/2018 01:00PM ET,DET,10.67
TE,Trey Burton (11503085),Trey Burton,11503085,TE/FLEX,4800,NYJ@CHI 10/28/2018 01:00PM ET,CHI,13.95
RB,Jordan Howard (11503428),Jordan Howard,11503428,RB/FLEX,4800,NYJ@CHI 10/28/2018 01:00PM ET,CHI,10.3
WR,Michael Crabtree (11502909),Michael Crabtree,11502909,WR/FLEX,4800,BAL@CAR 10/28/2018 01:00PM ET,BAL,12.56
QB,Josh Rosen (11503545),Josh Rosen,11503545,QB,4800,SF@ARI 10/28/2018 04:25PM ET,ARI,8.28
RB,Nick Chubb (11503475),Nick Chubb,11503475,RB/FLEX,4700,CLE@PIT 10/28/2018 01:00PM ET,CLE,6.61
WR,Jordy Nelson (11502867),Jordy Nelson,11502867,WR/FLEX,4700,IND@OAK 10/28/2018 04:05PM ET,OAK,12.88
TE,Jimmy Graham (11502889),Jimmy Graham,11502889,TE/FLEX,4700,GB@LAR 10/28/2018 04:25PM ET,GB,11.82
QB,Josh Allen (11503544),Josh Allen,11503544,QB,4700,NE@BUF 10/29/2018 08:15PM ET,BUF,11.46
WR,Sammy Watkins (11503195),Sammy Watkins,11503195,WR/FLEX,4600,DEN@KC 10/28/2018 01:00PM ET,KC,10.66
TE,David Njoku (11503492),David Njoku,11503492,TE/FLEX,4600,CLE@PIT 10/28/2018 01:00PM ET,CLE,10.39
RB,Alex Collins (11503388),Alex Collins,11503388,RB/FLEX,4600,BAL@CAR 10/28/2018 01:00PM ET,BAL,11.37
QB,Sam Bradford (11502917),Sam Bradford,11502917,QB,4600,SF@ARI 10/28/2018 04:25PM ET,ARI,6.23
WR,Marquez Valdes-Scantling (11503382),Marquez Valdes-Scantling,11503382,WR/FLEX,4600,GB@LAR 10/28/2018 04:25PM ET,GB,7.03
QB,Chad Kelly (11503266),Chad Kelly,11503266,QB,4500,DEN@KC 10/28/2018 01:00PM ET,DEN,-0.1
QB,Tyrod Taylor (11502954),Tyrod Taylor,11502954,QB,4500,CLE@PIT 10/28/2018 01:00PM ET,CLE,14.33
TE,Jordan Reed (11503065),Jordan Reed,11503065,TE/FLEX,4500,WAS@NYG 10/28/2018 01:00PM ET,WAS,8.97
RB,Giovani Bernard (11503093),Giovani Bernard,11503093,RB/FLEX,4500,TB@CIN 10/28/2018 01:00PM ET,CIN,13.82
WR,Chris Godwin (11503500),Chris Godwin,11503500,WR/FLEX,4500,TB@CIN 10/28/2018 01:00PM ET,TB,13.3
QB,Sam Darnold (11503557),Sam Darnold,11503557,QB,4500,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,14.85
QB,Jacoby Brissett (11503229),Jacoby Brissett,11503229,QB,4500,IND@OAK 10/28/2018 04:05PM ET,IND,-0.2
QB,Mike Glennon (11503013),Mike Glennon,11503013,QB,4500,SF@ARI 10/28/2018 04:25PM ET,ARI,0
WR,Christian Kirk (11503538),Christian Kirk,11503538,WR/FLEX,4500,SF@ARI 10/28/2018 04:25PM ET,ARI,10.29
QB,Teddy Bridgewater (11503163),Teddy Bridgewater,11503163,QB,4500,NO@MIN 10/28/2018 08:20PM ET,NO,-0.3
QB,Brian Hoyer (11502879),Brian Hoyer,11502879,QB,4500,NE@BUF 10/29/2018 08:15PM ET,NE,-0.3
QB,Joshua Dobbs (11503376),Joshua Dobbs,11503376,QB,4400,CLE@PIT 10/28/2018 01:00PM ET,PIT,-0.3
QB,Mason Rudolph (11503483),Mason Rudolph,11503483,QB,4400,CLE@PIT 10/28/2018 01:00PM ET,PIT,0
QB,Colt McCoy (11502902),Colt McCoy,11502902,QB,4400,WAS@NYG 10/28/2018 01:00PM ET,WAS,0
WR,Jamison Crowder (11503185),Jamison Crowder,11503185,WR/FLEX,4400,WAS@NYG 10/28/2018 01:00PM ET,WAS,8.98
QB,Matt Cassel (11502852),Matt Cassel,11502852,QB,4400,SEA@DET 10/28/2018 01:00PM ET,DET,-0.54
QB,Ryan Fitzpatrick (11502854),Ryan Fitzpatrick,11502854,QB,4400,TB@CIN 10/28/2018 01:00PM ET,TB,28.61
QB,Jeff Driskel (11503168),Jeff Driskel,11503168,QB,4400,TB@CIN 10/28/2018 01:00PM ET,CIN,2.06
QB,Robert Griffin III (11502987),Robert Griffin III,11502987,QB,4400,BAL@CAR 10/28/2018 01:00PM ET,BAL,0
QB,Lamar Jackson (11503548),Lamar Jackson,11503548,QB,4400,BAL@CAR 10/28/2018 01:00PM ET,BAL,2.49
RB,Doug Martin (11502936),Doug Martin,11502936,RB/FLEX,4400,IND@OAK 10/28/2018 04:05PM ET,OAK,2.4
TE,Jack Doyle (11503033),Jack Doyle,11503033,TE/FLEX,4400,IND@OAK 10/28/2018 04:05PM ET,IND,8
WR,Larry Fitzgerald (11502874),Larry Fitzgerald,11502874,WR/FLEX,4400,SF@ARI 10/28/2018 04:25PM ET,ARI,8.21
QB,Sean Mannion (11503131),Sean Mannion,11503131,QB,4400,GB@LAR 10/28/2018 04:25PM ET,LAR,0.1
QB,Trevor Siemian (11503095),Trevor Siemian,11503095,QB,4400,NO@MIN 10/28/2018 08:20PM ET,MIN,0
QB,Derek Anderson (11502853),Derek Anderson,11502853,QB,4400,NE@BUF 10/29/2018 08:15PM ET,BUF,3
RB,Chris Ivory (11502924),Chris Ivory,11502924,RB/FLEX,4400,NE@BUF 10/29/2018 08:15PM ET,BUF,6.84
QB,Chad Henne (11502880),Chad Henne,11502880,QB,4300,DEN@KC 10/28/2018 01:00PM ET,KC,0
TE,Evan Engram (11503418),Evan Engram,11503418,TE/FLEX,4300,WAS@NYG 10/28/2018 01:00PM ET,NYG,7.75
QB,Brett Hundley (11503154),Brett Hundley,11503154,QB,4300,SEA@DET 10/28/2018 01:00PM ET,SEA,0
RB,Chris Carson (11503566),Chris Carson,11503566,RB/FLEX,4300,SEA@DET 10/28/2018 01:00PM ET,SEA,11.66
QB,Josh McCown (11502851),Josh McCown,11502851,QB,4300,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,0
QB,Chase Daniel (11502897),Chase Daniel,11502897,QB,4300,NYJ@CHI 10/28/2018 01:00PM ET,CHI,-0.1
WR,Jermaine Kearse (11502998),Jermaine Kearse,11502998,WR/FLEX,4300,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,5.42
QB,AJ McCarron (11503064),AJ McCarron,11503064,QB,4300,IND@OAK 10/28/2018 04:05PM ET,OAK,0
WR,Pierre Garcon (11502957),Pierre Garcon,11502957,WR/FLEX,4300,SF@ARI 10/28/2018 04:25PM ET,SF,6.29
QB,DeShone Kizer (11503527),DeShone Kizer,11503527,QB,4300,GB@LAR 10/28/2018 04:25PM ET,GB,0.2
QB,Kyle Lauletta (11503434),Kyle Lauletta,11503434,QB,4200,WAS@NYG 10/28/2018 01:00PM ET,NYG,0
TE,Greg Olsen (11502869),Greg Olsen,11502869,TE/FLEX,4200,BAL@CAR 10/28/2018 01:00PM ET,CAR,7.53
WR,Willie Snead IV (11503159),Willie Snead IV,11503159,WR/FLEX,4200,BAL@CAR 10/28/2018 01:00PM ET,BAL,10.56
RB,Jalen Richard (11503299),Jalen Richard,11503299,RB/FLEX,4200,IND@OAK 10/28/2018 04:05PM ET,OAK,9.92
WR,Chester Rogers (11503332),Chester Rogers,11503332,WR/FLEX,4200,IND@OAK 10/28/2018 04:05PM ET,IND,9.93
QB,Nick Mullens (11503409),Nick Mullens,11503409,QB,4200,SF@ARI 10/28/2018 04:25PM ET,SF,0
RB,Chase Edmonds (11503498),Chase Edmonds,11503498,RB/FLEX,4200,SF@ARI 10/28/2018 04:25PM ET,ARI,3.19
RB,Malcolm Brown (11503203),Malcolm Brown,11503203,RB/FLEX,4200,GB@LAR 10/28/2018 04:25PM ET,LAR,3.66
DST,Bears  (11502826),Bears ,11502826,DST,4100,NYJ@CHI 10/28/2018 01:00PM ET,CHI,11
WR,Robby Anderson (11503238),Robby Anderson,11503238,WR/FLEX,4100,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,9.5
WR,Trent Taylor (11503368),Trent Taylor,11503368,WR/FLEX,4100,SF@ARI 10/28/2018 04:25PM ET,SF,6.02
RB,Aaron Jones (11503377),Aaron Jones,11503377,RB/FLEX,4100,GB@LAR 10/28/2018 04:25PM ET,GB,8.22
QB,Nathan Peterman (11503255),Nathan Peterman,11503255,QB,4100,NE@BUF 10/29/2018 08:15PM ET,BUF,1.85
RB,Spencer Ware (11503081),Spencer Ware,11503081,RB/FLEX,4000,DEN@KC 10/28/2018 01:00PM ET,KC,4.07
QB,Kevin Hogan (11503177),Kevin Hogan,11503177,QB,4000,DEN@KC 10/28/2018 01:00PM ET,DEN,0
QB,Drew Stanton (11502862),Drew Stanton,11502862,QB,4000,CLE@PIT 10/28/2018 01:00PM ET,CLE,0
RB,Stevan Ridley (11502934),Stevan Ridley,11502934,RB/FLEX,4000,CLE@PIT 10/28/2018 01:00PM ET,PIT,0.9
WR,Paul Richardson Jr. (11503138),Paul Richardson Jr.,11503138,WR/FLEX,4000,WAS@NYG 10/28/2018 01:00PM ET,WAS,9.88
QB,Alex Tanney (11503252),Alex Tanney,11503252,QB,4000,WAS@NYG 10/28/2018 01:00PM ET,NYG,0
QB,Ryan Griffin (11503020),Ryan Griffin,11503020,QB,4000,TB@CIN 10/28/2018 01:00PM ET,TB,0
QB,Matt Barkley (11503037),Matt Barkley,11503037,QB,4000,TB@CIN 10/28/2018 01:00PM ET,CIN,0
WR,Quincy Enunwa (11503083),Quincy Enunwa,11503083,WR/FLEX,4000,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,9.28
RB,Javorius Allen (11503180),Javorius Allen,11503180,RB/FLEX,4000,BAL@CAR 10/28/2018 01:00PM ET,BAL,11
QB,Taylor Heinicke (11503184),Taylor Heinicke,11503184,QB,4000,BAL@CAR 10/28/2018 01:00PM ET,CAR,0
QB,Jimmy Garoppolo (11503116),Jimmy Garoppolo,11503116,QB,4000,SF@ARI 10/28/2018 04:25PM ET,SF,17.01
QB,Tom Savage (11503596),Tom Savage,11503596,QB,4000,SF@ARI 10/28/2018 04:25PM ET,SF,0
QB,Tim Boyle (11503381),Tim Boyle,11503381,QB,4000,GB@LAR 10/28/2018 04:25PM ET,GB,0
QB,Taysom Hill (11503051),Taysom Hill,11503051,QB,4000,NO@MIN 10/28/2018 08:20PM ET,NO,3.08
QB,Kyle Sloter (11503301),Kyle Sloter,11503301,QB,4000,NO@MIN 10/28/2018 08:20PM ET,MIN,0
WR,Tre'Quan Smith (11503520),Tre'Quan Smith,11503520,WR/FLEX,4000,NO@MIN 10/28/2018 08:20PM ET,NO,6.55
RB,Duke Johnson Jr. (11503290),Duke Johnson Jr.,11503290,RB/FLEX,3900,CLE@PIT 10/28/2018 01:00PM ET,CLE,7.34
RB,Rashaad Penny (11503528),Rashaad Penny,11503528,RB/FLEX,3900,SEA@DET 10/28/2018 01:00PM ET,SEA,4.28
TE,O.J. Howard (11503356),O.J. Howard,11503356,TE/FLEX,3900,TB@CIN 10/28/2018 01:00PM ET,TB,11.18
WR,Ryan Grant (11503041),Ryan Grant,11503041,WR/FLEX,3900,IND@OAK 10/28/2018 04:05PM ET,IND,9.83
RB,John Kelly (11503555),John Kelly,11503555,RB/FLEX,3900,GB@LAR 10/28/2018 04:25PM ET,LAR,0
WR,Chris Hogan (11503148),Chris Hogan,11503148,WR/FLEX,3900,NE@BUF 10/29/2018 08:15PM ET,NE,8.77
RB,Royce Freeman (11503506),Royce Freeman,11503506,RB/FLEX,3800,DEN@KC 10/28/2018 01:00PM ET,DEN,8.71
WR,Courtland Sutton (11503524),Courtland Sutton,11503524,WR/FLEX,3800,DEN@KC 10/28/2018 01:00PM ET,DEN,7.23
WR,Rashard Higgins (11503379),Rashard Higgins,11503379,WR/FLEX,3800,CLE@PIT 10/28/2018 01:00PM ET,CLE,9.28
WR,Antonio Callaway (11503551),Antonio Callaway,11503551,WR/FLEX,3800,CLE@PIT 10/28/2018 01:00PM ET,CLE,6.39
RB,Theo Riddick (11503069),Theo Riddick,11503069,RB/FLEX,3800,SEA@DET 10/28/2018 01:00PM ET,DET,7.96
RB,Bilal Powell (11502974),Bilal Powell,11502974,RB/FLEX,3800,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,8.76
RB,Nyheim Hines (11503560),Nyheim Hines,11503560,RB/FLEX,3800,IND@OAK 10/28/2018 04:05PM ET,IND,12
RB,Raheem Mostert (11503219),Raheem Mostert,11503219,RB/FLEX,3800,SF@ARI 10/28/2018 04:25PM ET,SF,3.31
RB,Devontae Booker (11503358),Devontae Booker,11503358,RB/FLEX,3700,DEN@KC 10/28/2018 01:00PM ET,DEN,4.81
TE,Vance McDonald (11503038),Vance McDonald,11503038,TE/FLEX,3700,CLE@PIT 10/28/2018 01:00PM ET,PIT,11.08
WR,Josh Doctson (11503166),Josh Doctson,11503166,WR/FLEX,3700,WAS@NYG 10/28/2018 01:00PM ET,WAS,4.4
RB,Ronald Jones II (11503558),Ronald Jones II,11503558,RB/FLEX,3700,TB@CIN 10/28/2018 01:00PM ET,TB,6.17
RB,Isaiah Crowell (11503227),Isaiah Crowell,11503227,RB/FLEX,3700,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,13.97
WR,Martavis Bryant (11503189),Martavis Bryant,11503189,WR/FLEX,3700,IND@OAK 10/28/2018 04:05PM ET,OAK,7.08
WR,Kelvin Benjamin (11503211),Kelvin Benjamin,11503211,WR/FLEX,3700,NE@BUF 10/29/2018 08:15PM ET,BUF,5.96
WR,Damion Ratley (11503540),Damion Ratley,11503540,WR/FLEX,3600,CLE@PIT 10/28/2018 01:00PM ET,CLE,4.88
RB,Kapri Bibbs (11503157),Kapri Bibbs,11503157,RB/FLEX,3600,WAS@NYG 10/28/2018 01:00PM ET,WAS,6.38
RB,Mike Davis (11503304),Mike Davis,11503304,RB/FLEX,3600,SEA@DET 10/28/2018 01:00PM ET,SEA,10.68
WR,David Moore (11503588),David Moore,11503588,WR/FLEX,3600,SEA@DET 10/28/2018 01:00PM ET,SEA,6.32
RB,Peyton Barber (11503390),Peyton Barber,11503390,RB/FLEX,3600,TB@CIN 10/28/2018 01:00PM ET,TB,6.95
WR,John Ross (11503406),John Ross,11503406,WR/FLEX,3600,TB@CIN 10/28/2018 01:00PM ET,CIN,5.32
WR,Curtis Samuel (11503465),Curtis Samuel,11503465,WR/FLEX,3600,BAL@CAR 10/28/2018 01:00PM ET,CAR,7.07
WR,D.J. Moore (11503549),D.J. Moore,11503549,WR/FLEX,3600,BAL@CAR 10/28/2018 01:00PM ET,CAR,6.78
RB,Ty Montgomery (11503178),Ty Montgomery,11503178,RB/FLEX,3600,GB@LAR 10/28/2018 04:25PM ET,GB,7.78
RB,Jamaal Williams (11503314),Jamaal Williams,11503314,RB/FLEX,3600,GB@LAR 10/28/2018 04:25PM ET,GB,6.35
WR,Josh Reynolds (11503471),Josh Reynolds,11503471,WR/FLEX,3600,GB@LAR 10/28/2018 04:25PM ET,LAR,1.51
TE,Kyle Rudolph (11503025),Kyle Rudolph,11503025,TE/FLEX,3600,NO@MIN 10/28/2018 08:20PM ET,MIN,9.74
WR,Phillip Dorsett (11503175),Phillip Dorsett,11503175,WR/FLEX,3600,NE@BUF 10/29/2018 08:15PM ET,NE,7.4
WR,Zay Jones (11503398),Zay Jones,11503398,WR/FLEX,3600,NE@BUF 10/29/2018 08:15PM ET,BUF,6.8
RB,Wayne Gallman Jr. (11503366),Wayne Gallman Jr.,11503366,RB/FLEX,3500,WAS@NYG 10/28/2018 01:00PM ET,NYG,2.59
WR,Brandon Marshall (11502855),Brandon Marshall,11502855,WR/FLEX,3500,SEA@DET 10/28/2018 01:00PM ET,SEA,5.1
RB,LeGarrette Blount (11502985),LeGarrette Blount,11502985,RB/FLEX,3500,SEA@DET 10/28/2018 01:00PM ET,DET,6.52
TE,C.J. Uzomah (11503169),C.J. Uzomah,11503169,TE/FLEX,3500,TB@CIN 10/28/2018 01:00PM ET,CIN,6.77
RB,Mark Walton (11503546),Mark Walton,11503546,RB/FLEX,3500,TB@CIN 10/28/2018 01:00PM ET,CIN,1.76
WR,Torrey Smith (11502952),Torrey Smith,11502952,WR/FLEX,3500,BAL@CAR 10/28/2018 01:00PM ET,CAR,7.85
RB,Alfred Morris (11502938),Alfred Morris,11502938,RB/FLEX,3500,SF@ARI 10/28/2018 04:25PM ET,SF,6.13
WR,Kendrick Bourne (11503441),Kendrick Bourne,11503441,WR/FLEX,3500,SF@ARI 10/28/2018 04:25PM ET,SF,4.86
